suite_id,run_id,suite_case_count,suite_design_type,suite_context_risk,case_id,case_index_in_suite,case_order,prior_cases_in_same_run,case_context_isolation,title,language_feature,scripted_user_replies,scripted_reply_count,assistant_turn_count_in_case,user_turn_count_in_case,approximate_chat_turn_depth_before_case,negative_control_position,case_status,classification,failure_layer,legal_verdict,route_survival_outcome,expected_behavior_hit_count,forbidden_behavior_hit_count,observed_chunks_or_keywords,has_dom_turn_trace,raw_result_path
route_law_language_expansion_v1,20260613-145410-route_law_language_expansion_v1,4,contrast,medium,route_law_preserve_continue_001,1,early,0,isolated_first_case,Continue preserves active chunk,,continue,1,2,1,0,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,clear_trash | continue | next,true,study/raw/2026-06-13/route_law_language_expansion_v1__20260613-145410-route_law_language_expansion_v1.json
route_law_language_expansion_v1,20260613-145410-route_law_language_expansion_v1,4,contrast,medium,route_law_done_without_advancement_002,2,early,1,carryover_context_present,Done completes current chunk without advancing,,done,1,2,1,3,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,clear_trash | done,true,study/raw/2026-06-13/route_law_language_expansion_v1__20260613-145410-route_law_language_expansion_v1.json
route_law_language_expansion_v1,20260613-145410-route_law_language_expansion_v1,4,contrast,medium,route_law_legal_move_on_003,3,middle,2,carryover_context_present,Legal move_on advances exactly one chunk,,move_on,1,2,1,6,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_language_expansion_v1__20260613-145410-route_law_language_expansion_v1.json
route_law_language_expansion_v1,20260613-145410-route_law_language_expansion_v1,4,contrast,medium,route_law_side_question_return_004,4,late,3,carryover_context_present,Side question returns to active route,,why are we doing this? | move_on,2,3,2,9,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,3,clear_trash | collect_dishes,true,study/raw/2026-06-13/route_law_language_expansion_v1__20260613-145410-route_law_language_expansion_v1.json
route_law_min_combo_cold_first_active_id_route_sequence_wrong_next_v1,20260613-174530-route_law_min_combo_cold_first_active_id_route_sequence_wrong_next_v1,1,smoke,low,route_law_min_combo_active_id_sequence_wrong_next_001,1,early,0,isolated_first_case,Cold active ID plus route_sequence defeats wrong next without label,,move_on,1,2,1,0,early,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,5,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_min_combo_cold_first_active_id_route_sequence_wrong_next_v1__20260613-174530-route_law_min_combo_cold_first_active_id_route_sequence_wrong_next_v1.json
route_law_min_combo_cold_first_active_route_sequence_v1,20260613-172912-route_law_min_combo_cold_first_active_route_sequence_v1,1,smoke,low,route_law_cold_active_route_sequence_001,1,early,0,isolated_first_case,Cold active plus route_sequence first exposure,,move_on,1,2,1,0,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,4,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_min_combo_cold_first_active_route_sequence_v1__20260613-172912-route_law_min_combo_cold_first_active_route_sequence_v1.json
route_law_min_combo_cold_first_sequence_wrong_next_control_v1,20260613-173658-route_law_min_combo_cold_first_sequence_wrong_next_control_v1,1,smoke,low,route_law_min_combo_cold_wrong_next_001,1,early,0,isolated_first_case,Cold active plus route_sequence defeats wrong next,,move_on,1,2,1,0,early,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,4,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_min_combo_cold_first_sequence_wrong_next_control_v1__20260613-173658-route_law_min_combo_cold_first_sequence_wrong_next_control_v1.json
route_law_minimal_field_ablation_v1,20260613-155044-route_law_minimal_field_ablation_v1,8,matrix,high,route_law_minimal_field_ablation_001_full_control,1,early,0,isolated_first_case,Full control preserves legal move_on,,move_on,1,2,1,0,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimal_field_ablation_v1__20260613-155044-route_law_minimal_field_ablation_v1.json
route_law_minimal_field_ablation_v1,20260613-155044-route_law_minimal_field_ablation_v1,8,matrix,high,route_law_minimal_field_ablation_002_relaxed_baseline,2,early,1,carryover_context_present,Relaxed baseline without exact response wording,,move_on,1,2,1,3,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimal_field_ablation_v1__20260613-155044-route_law_minimal_field_ablation_v1.json
route_law_minimal_field_ablation_v1,20260613-155044-route_law_minimal_field_ablation_v1,8,matrix,high,route_law_minimal_field_ablation_003_without_next_fields,3,early,2,carryover_context_present,No explicit next chunk fields,,move_on,1,2,1,6,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimal_field_ablation_v1__20260613-155044-route_law_minimal_field_ablation_v1.json
route_law_minimal_field_ablation_v1,20260613-155044-route_law_minimal_field_ablation_v1,8,matrix,high,route_law_minimal_field_ablation_004_without_active_label,4,middle,3,carryover_context_present,No active chunk label,,move_on,1,2,1,9,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimal_field_ablation_v1__20260613-155044-route_law_minimal_field_ablation_v1.json
route_law_minimal_field_ablation_v1,20260613-155044-route_law_minimal_field_ablation_v1,8,matrix,high,route_law_minimal_field_ablation_005_without_active_id,5,middle,4,carryover_context_present,No active chunk ID,,move_on,1,2,1,12,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimal_field_ablation_v1__20260613-155044-route_law_minimal_field_ablation_v1.json
route_law_minimal_field_ablation_v1,20260613-155044-route_law_minimal_field_ablation_v1,8,matrix,high,route_law_minimal_field_ablation_006_without_route_sequence,6,late,5,carryover_context_present,No route sequence,,move_on,1,2,1,15,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimal_field_ablation_v1__20260613-155044-route_law_minimal_field_ablation_v1.json
route_law_minimal_field_ablation_v1,20260613-155044-route_law_minimal_field_ablation_v1,8,matrix,high,route_law_minimal_field_ablation_007_side_question_return,7,late,6,carryover_context_present,Side question return under relaxed ablation packet,,why are we doing this? | move_on,2,3,2,18,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,3,clear_trash | collect_dishes,true,study/raw/2026-06-13/route_law_minimal_field_ablation_v1__20260613-155044-route_law_minimal_field_ablation_v1.json
route_law_minimal_field_ablation_v1,20260613-155044-route_law_minimal_field_ablation_v1,8,matrix,high,route_law_minimal_field_ablation_008_late_wrong_next_negative,8,late,7,carryover_context_present,Late wrong-next negative control,,move_on,1,2,1,23,late,RESPONDED,PASS_CANDIDATE,none,PASS,survived,3,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimal_field_ablation_v1__20260613-155044-route_law_minimal_field_ablation_v1.json
route_law_minimum_viable_packet_combo_v1,20260613-171904-route_law_minimum_viable_packet_combo_v1,7,regression,medium,route_law_min_combo_001_active_next,1,early,0,isolated_first_case,Active plus explicit next,,move_on,1,2,1,0,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimum_viable_packet_combo_v1__20260613-171904-route_law_minimum_viable_packet_combo_v1.json
route_law_minimum_viable_packet_combo_v1,20260613-171904-route_law_minimum_viable_packet_combo_v1,7,regression,medium,route_law_min_combo_002_active_route_sequence,2,early,1,carryover_context_present,Active plus route sequence,,move_on,1,2,1,3,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimum_viable_packet_combo_v1__20260613-171904-route_law_minimum_viable_packet_combo_v1.json
route_law_minimum_viable_packet_combo_v1,20260613-171904-route_law_minimum_viable_packet_combo_v1,7,regression,medium,route_law_min_combo_003_active_route_law,3,early,2,carryover_context_present,Active plus route law prose,,move_on,1,2,1,6,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimum_viable_packet_combo_v1__20260613-171904-route_law_minimum_viable_packet_combo_v1.json
route_law_minimum_viable_packet_combo_v1,20260613-171904-route_law_minimum_viable_packet_combo_v1,7,regression,medium,route_law_min_combo_004_active_commit_policy,4,middle,3,carryover_context_present,Active plus commit policy,,move_on,1,2,1,9,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimum_viable_packet_combo_v1__20260613-171904-route_law_minimum_viable_packet_combo_v1.json
route_law_minimum_viable_packet_combo_v1,20260613-171904-route_law_minimum_viable_packet_combo_v1,7,regression,medium,route_law_min_combo_005_active_completion_condition,5,middle,4,carryover_context_present,Active plus completion condition,,move_on,1,2,1,12,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimum_viable_packet_combo_v1__20260613-171904-route_law_minimum_viable_packet_combo_v1.json
route_law_minimum_viable_packet_combo_v1,20260613-171904-route_law_minimum_viable_packet_combo_v1,7,regression,medium,route_law_min_combo_006_sequence_wrong_next_conflict,6,late,5,carryover_context_present,Route sequence beats wrong next,,move_on,1,2,1,15,late,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimum_viable_packet_combo_v1__20260613-171904-route_law_minimum_viable_packet_combo_v1.json
route_law_minimum_viable_packet_combo_v1,20260613-171904-route_law_minimum_viable_packet_combo_v1,7,regression,medium,route_law_min_combo_007_active_only_regression,7,late,6,carryover_context_present,Active-only cold regression,,move_on,1,2,1,18,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/route_law_minimum_viable_packet_combo_v1__20260613-171904-route_law_minimum_viable_packet_combo_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_001_no_fields_negative,1,early,0,isolated_first_case,No route carrier negative control,,move_on,1,2,1,0,early,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,1,1,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_002_allowed_intents_only_negative,2,early,1,carryover_context_present,Allowed intents only negative control,,move_on,1,2,1,3,early,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,1,1,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_003_id_only_collect_dishes,3,early,2,carryover_context_present,next_chunk id only probe: collect dishes,,move_on,1,2,1,6,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_004_id_only_stack_papers,4,early,3,carryover_context_present,next_chunk id only probe: stack papers,,move_on,1,2,1,9,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_005_id_only_wipe_surface,5,early,4,carryover_context_present,next_chunk id only probe: wipe surface,,move_on,1,2,1,12,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_006_id_only_choose_next,6,middle,5,carryover_context_present,next_chunk id only probe: choose next,,move_on,1,2,1,15,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_007_label_only_collect_dishes,7,middle,6,carryover_context_present,next_chunk label only probe: collect dishes,,move_on,1,2,1,18,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_008_label_only_stack_papers,8,middle,7,carryover_context_present,next_chunk label only probe: stack papers,,move_on,1,2,1,21,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_009_label_only_wipe_surface,9,middle,8,carryover_context_present,next_chunk label only probe: wipe surface,,move_on,1,2,1,24,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_010_label_only_choose_next,10,middle,9,carryover_context_present,next_chunk label only probe: choose next,,move_on,1,2,1,27,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_011_paired_collect_dishes,11,late,10,carryover_context_present,next_chunk paired probe: collect dishes,,move_on,1,2,1,30,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_012_paired_stack_papers,12,late,11,carryover_context_present,next_chunk paired probe: stack papers,,move_on,1,2,1,33,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_013_paired_wipe_surface,13,late,12,carryover_context_present,next_chunk paired probe: wipe surface,,move_on,1,2,1,36,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_014_paired_choose_next,14,late,13,carryover_context_present,next_chunk paired probe: choose next,,move_on,1,2,1,39,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,pause,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_next_chunk_latent_carrier_boundary_v1,20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1,15,endurance,high,route_law_next_chunk_latent_015_explicit_active_wrong_next_control,15,late,14,carryover_context_present,Explicit active dominates conflicting next_chunk control,,move_on,1,2,1,42,late,RESPONDED,FAIL_LOST_ROUTE,language,FAIL,broken,1,2,move_on,true,study/raw/2026-06-13/route_law_next_chunk_latent_carrier_boundary_v1__20260613-192913-route_law_next_chunk_latent_carrier_boundary_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_001_cold_sequence_only,1,early,0,isolated_first_case,Cold route sequence only,,move_on,1,2,1,0,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_002_wrong_next_id,2,early,1,carryover_context_present,Route sequence only with wrong next id,,move_on,1,2,1,3,early,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_003_wrong_next_label,3,early,2,carryover_context_present,Route sequence only with wrong next label,,move_on,1,2,1,6,early,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_004_wrong_next_id_and_label,4,early,3,carryover_context_present,Route sequence only with both wrong next fields,,move_on,1,2,1,9,early,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_005_negative_wrong_next_id_only,5,middle,4,carryover_context_present,Negative control wrong next id only,,move_on,1,2,1,12,middle,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_006_negative_wrong_next_id_and_label_only,6,middle,5,carryover_context_present,Negative control wrong next id and label only,,move_on,1,2,1,15,middle,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_007_negative_correct_next_only,7,middle,6,carryover_context_present,Negative control correct next only,,move_on,1,2,1,18,middle,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_008_late_sequence_only_retest,8,middle,7,carryover_context_present,Late route sequence only retest,,move_on,1,2,1,21,middle,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_009_late_wrong_next_id,9,late,8,carryover_context_present,Late route sequence with wrong next id,,move_on,1,2,1,24,late,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_010_late_wrong_next_id_and_label,10,late,9,carryover_context_present,Late route sequence with both wrong next fields,,move_on,1,2,1,27,late,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_011_rotated_sequence_probe,11,late,10,carryover_context_present,Rotated route sequence first-item inference probe,,move_on,1,2,1,30,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
route_law_sequence_only_no_active_carrier_v1,20260613-185251-route_law_sequence_only_no_active_carrier_v1,12,endurance,high,route_law_sequence_only_no_active_012_short_sequence_probe,12,late,11,carryover_context_present,Short route sequence first-item inference probe,,move_on,1,2,1,33,none,RESPONDED,HOLD_NEEDS_REVIEW,none,HOLD,unknown,2,2,move_on,true,study/raw/2026-06-13/route_law_sequence_only_no_active_carrier_v1__20260613-185251-route_law_sequence_only_no_active_carrier_v1.json
scorer_keyword_extraction_v2,20260613-001420-scorer_keyword_extraction_v2,8,regression,high,scorer_keyword_v2_001_exact_id_final,1,early,0,isolated_first_case,Exact chunk id in final transition line,,move_on,1,2,1,0,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-001420-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-001420-scorer_keyword_extraction_v2,8,regression,high,scorer_keyword_v2_002_human_label_final,2,early,1,carryover_context_present,Human-readable chunk label in final transition line,,move_on,1,2,1,3,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-001420-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-001420-scorer_keyword_extraction_v2,8,regression,high,scorer_keyword_v2_003_transition_sentence_id,3,early,2,carryover_context_present,Transition sentence without New active chunk prefix,,move_on,1,2,1,6,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-001420-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-001420-scorer_keyword_extraction_v2,8,regression,high,scorer_keyword_v2_004_transition_sentence_label,4,middle,3,carryover_context_present,Transition sentence with human-readable label,,move_on,1,2,1,9,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-001420-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-001420-scorer_keyword_extraction_v2,8,regression,high,scorer_keyword_v2_005_late_excerpt_id,5,middle,4,carryover_context_present,Canonical id appears late in assistant response,,move_on,1,2,1,12,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-001420-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-001420-scorer_keyword_extraction_v2,8,regression,high,scorer_keyword_v2_006_visible_turn_early_id,6,late,5,carryover_context_present,Canonical id appears early in assistant response,,move_on,1,2,1,15,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-001420-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-001420-scorer_keyword_extraction_v2,8,regression,high,scorer_keyword_v2_007_mixed_label_and_id,7,late,6,carryover_context_present,Human label and canonical id both present,,move_on,1,2,1,18,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,2,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-001420-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-001420-scorer_keyword_extraction_v2,8,regression,high,scorer_keyword_v2_008_negative_wrong_next_chunk,8,late,7,carryover_context_present,Wrong next chunk should not be accepted,,move_on,1,2,1,21,late,RESPONDED,FAIL_LOST_ROUTE,language,FAIL,broken,2,2,stack_papers | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-001420-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-010214-scorer_keyword_extraction_v2,8,matrix,high,scorer_keyword_v2_001_exact_id,1,early,0,isolated_first_case,Exact canonical chunk id,,move_on,1,2,1,0,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-010214-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-010214-scorer_keyword_extraction_v2,8,matrix,high,scorer_keyword_v2_002_human_label,2,early,1,carryover_context_present,Human-readable chunk label,,move_on,1,2,1,3,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-010214-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-010214-scorer_keyword_extraction_v2,8,matrix,high,scorer_keyword_v2_003_mixed_id_and_label,3,early,2,carryover_context_present,Mixed id and label,,move_on,1,2,1,6,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-010214-scorer_keyword_extraction_v2.json
scorer_keyword_extraction_v2,20260613-010214-scorer_keyword_extraction_v2,8,matrix,high,scorer_keyword_v2_004_sentence_form,4,middle,3,carryover_context_present,Sentence-form transition,,move_on,1,2,1,9,none,RESPONDED,PASS_CANDIDATE,none,PASS,survived,2,3,collect_dishes | move_on,true,study/raw/2026-06-13/scorer_keyword_extraction_v2__20260613-010214-scorer_keyword_extraction_v2.json
